,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
1019,0.489,0.992,-0.538,0.306,0.174,6.43e-05,0.291,0.414,185.133,251676,1,2ihm2OWLtLLlrpZOdvVmwh
1020,0.7,0.905,-7.479,0.0536,0.0243,0.573,0.195,0.0481,123.974,240818,4,2uDw78ZCYfz5t3USvCvuH4
1021,0.507,0.859,-2.53,0.0539,0.0361,0.499,0.343,0.0917,174.993,342857,4,028FnKxGvKFy6gjeGzpjnq
1022,0.274,0.955,-3.743,0.215,0.00219,0.872,0.61,0.175,100.017,216730,0,3MeDf3jCslGIcFp3h0oG4G
1023,0.611,0.974,-4.292,0.183,0.025,0.249,0.126,0.119,140.003,212571,4,73o19dZ3lYf6edgMZ5UrDs
1024,0.467,0.942,-3.122,0.0401,2.47e-05,0.934,0.148,0.235,173.984,204310,4,1K6gyNdEjiap8P5IBELG6t
1025,0.751,0.491,-12.595,0.0724,0.464,0.701,0.112,0.144,129.955,179077,4,3Z9rWldhmlgEVsS6BDjRkz
1026,0.564,0.818,-7.566,0.0517,0.279,0.909,0.144,0.208,139.96,370657,4,2GGQ3NtvADlskWaH2ewx1I
1027,0.581,0.932,-4.021,0.0645,0.0164,0.262,0.742,0.173,132.924,189923,0,51rDoCrL3wRgC9YiCW961E
1028,0.507,0.92,-8.151,0.0561,0.00629,0.627,0.668,0.225,129.013,200930,0,4UjxYMM2290d7KlCKVSOuQ
1029,0.595,0.911,-4.162,0.0736,0.0208,0.656,0.117,0.0685,135.037,165505,4,1bZbUJlyXsvfuk40E3geHZ
1030,0.636,0.942,-3.111,0.0672,0.0444,0.777,0.0738,0.246,138.004,173971,4,2QMbTgsstUkTqGjiCKOFQe
1031,0.685,0.709,-9.307,0.0849,0.061,0.685,0.0998,0.0803,140.051,375429,4,51DVbDJnx1IUHzoP1XItni
1032,0.385,0.84,-6.189,0.0694,0.0281,0.85,0.0826,0.0541,137.958,252174,4,2iUSC784pwUQSfEHbKhTvd
1033,0.521,0.994,-6.33,0.0532,0.0146,0.833,0.187,0.293,133.008,247218,4,2rGvg9yjXMQ8B462BOautq
1034,0.324,0.914,-6.676,0.0731,0.000672,0.773,0.11,0.0688,140.078,394286,4,3lyItV83hRQU3WIeGAhTM9
1035,0.579,0.663,-7.571,0.0647,0.00348,0.753,0.157,0.119,142.996,346187,4,1EIksRgAo1CGkSHkdOLzn7
1036,0.744,0.697,-9.033,0.0575,0.00189,0.855,0.62,0.434,129.994,205696,0,2BfFW4C5SIgbp33539WAah
